,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
513,2017-En-11438,@victoriarghhh not mad but tilting? slightly irate? is that cool?,anger,1: low amount of anger can be inferred,1
1282,2017-En-11057,@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.,anger,0: no anger can be inferred,0
467,2017-En-11648,Seeing double am so tired but I always grudge getting off my phone at night 🙄,anger,2: moderate amount of anger can be inferred,2
296,2017-En-10621,People often grudge others what they cannot enjoy themselves.,anger,1: low amount of anger can be inferred,1
483,2017-En-10046,Some Mexican ladies irritate the fuck outta me. Have a their own lil preschool of fucking kids for the welfare &amp; allllat smh.,anger,3: high amount of anger can be inferred,3
1400,2017-En-11691,Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️,anger,2: moderate amount of anger can be inferred,2
774,2017-En-11478,hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18,anger,0: no anger can be inferred,0
1229,2017-En-10363,@laura221b I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷,anger,2: moderate amount of anger can be inferred,2
592,2017-En-11174,@thehill no wonder USA is going to shit with such outrage over a simple analogy.,anger,2: moderate amount of anger can be inferred,2
533,2017-En-40360,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,anger,3: high amount of anger can be inferred,3
364,2017-En-40614,I wanna see you smile I don't wanna see you make a frown,anger,0: no anger can be inferred,0
1198,2017-En-10385,@Trump_Videos she looks completely #rabid @realDonaldTrump,anger,2: moderate amount of anger can be inferred,2
613,2017-En-11228,@alexis_maxwell #bitter hahaha just kidding. its crazy tho,anger,1: low amount of anger can be inferred,1
501,2017-En-11624,"interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ@latimes @NBCNews",anger,1: low amount of anger can be inferred,1
186,2018-En-03805,@Ben_Ripley42 I dont know but you seem to have annoyed her 😄,anger,1: low amount of anger can be inferred,1
543,2017-En-10304,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.',anger,2: moderate amount of anger can be inferred,2
113,2017-En-11142,These NA kids are relentless,anger,1: low amount of anger can be inferred,1
386,2018-En-00621,quick note about insta stories how the f do you expect me to read a paragraph of a caption in 1 second ???????????? ,anger,1: low amount of anger can be inferred,1
1059,2017-En-10290,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,anger,2: moderate amount of anger can be inferred,2
288,2018-En-01312,Why does @DANCEonFOX get rudely interrupted by the worst thing ever imaginable?!? Ugggg #irritated,anger,3: high amount of anger can be inferred,3
1598,2017-En-10453,Get to work and there's a fire drill. #fire  #outthere #inthedark,anger,2: moderate amount of anger can be inferred,2
158,2018-En-01291,@narendramodi @AmitShahOffice @OfficeOfRG @arunjaitley all the politicl prties lv n care fr ppl whn in opstn.  #AmarnathTerrorAttack,anger,0: no anger can be inferred,0
585,2017-En-11011,"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?",anger,1: low amount of anger can be inferred,1
1503,2017-En-11414,"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb",anger,2: moderate amount of anger can be inferred,2
186,2017-En-10615,@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.,anger,1: low amount of anger can be inferred,1
219,2017-En-10462,My baskets are better when I'm in a bad mood someone irritate me before practice please,anger,2: moderate amount of anger can be inferred,2
619,2017-En-11297,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .,anger,2: moderate amount of anger can be inferred,2
156,2017-En-11526,"Okay you've annoyed me, you haven't done a good job there at all. #furious",anger,3: high amount of anger can be inferred,3
166,2018-En-03643,@WhiteJennyB @EmreUslu jenny white  u r the dumbest here .. What r u trying ? Get lost..,anger,3: high amount of anger can be inferred,3
450,2017-En-10600,@marthalyssa yep. LOL #bitter,anger,1: low amount of anger can be inferred,1
98,2018-En-01793,"Wow! Today, totally seeing alot of #mean #people out in this #world! Turn it around and #start cultivating #kindness! #SuccessTRAIN #warrior",anger,0: no anger can be inferred,0
162,2018-En-04348,@KeenanRuggeri You would have been raging as it was probably put in place instead of an extra crisp,anger,2: moderate amount of anger can be inferred,2
300,2017-En-10780,@leener00 @libbyfloyd1 @G_Eazy my snap is andriaprebles ❤️,anger,0: no anger can be inferred,0
117,2018-En-00628,"Can't handle rude people. Doesn't matter what job you do, a consultant or not, treat people how you would like to be treated 😡 #disapointed",anger,3: high amount of anger can be inferred,3
711,2017-En-11463,"@gypsydragoness chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +",anger,1: low amount of anger can be inferred,1
102,2017-En-11640,The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,anger,2: moderate amount of anger can be inferred,2
305,2017-En-10302,ESPN just assumed I wanted their free magazines #offended,anger,2: moderate amount of anger can be inferred,2
1158,2017-En-10691,srry my feelings offend u 🤗,anger,0: no anger can be inferred,0
382,2018-En-00481,@KicchaSudeep No words Sir... Thank you for the concern..,anger,0: no anger can be inferred,0
168,2017-En-11176,@Remedy0_ switch host no bullet rage.,anger,1: low amount of anger can be inferred,1
759,2017-En-10854,Follow up. Follow through. Be . #success,anger,0: no anger can be inferred,0
204,2017-En-11471,Goddamn headache. ,anger,3: high amount of anger can be inferred,3
465,2017-En-10961,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry,anger,3: high amount of anger can be inferred,3
1348,2017-En-11047,Threat factors in respect to provocation bulb worm: BnQo,anger,2: moderate amount of anger can be inferred,2
1222,2017-En-10287,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger,2: moderate amount of anger can be inferred,2
527,2017-En-11364,@shod_jpg aye man she was fuming xo,anger,2: moderate amount of anger can be inferred,2
218,2017-En-10060,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,anger,3: high amount of anger can be inferred,3
984,2017-En-10410,Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,anger,2: moderate amount of anger can be inferred,2
131,2018-En-03036,So now I have to buy a whole new computer ,anger,1: low amount of anger can be inferred,1
981,2017-En-11421,My cat is bloody lucky the RSPCA weren't open at 3am last night!!! #fuming 😡🐱,anger,3: high amount of anger can be inferred,3
1233,2017-En-10138,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!,anger,3: high amount of anger can be inferred,3
676,2017-En-10942,@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30  #relentless,anger,0: no anger can be inferred,0
1075,2017-En-10073,Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡,anger,3: high amount of anger can be inferred,3
1349,2017-En-11124,@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism,anger,1: low amount of anger can be inferred,1
45,2017-En-10919,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",anger,3: high amount of anger can be inferred,3
927,2017-En-11481,Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge,anger,2: moderate amount of anger can be inferred,2
720,2017-En-11385,@xBladeMania 'I didn't see them???' huff.,anger,1: low amount of anger can be inferred,1
397,2017-En-11187,some of the casuals tweets that Vic has faved are making me gag #bitter,anger,3: high amount of anger can be inferred,3
815,2017-En-10286,"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger,2: moderate amount of anger can be inferred,2
1056,2017-En-11070,@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! 🔥,anger,0: no anger can be inferred,0
62,2018-En-02079,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime. ,anger,3: high amount of anger can be inferred,3
15,2018-En-00780,"Jesus drank the cup of wrath you deserve dry, so that you might drink deeply of His cup of salvation that eternally satisfies (Hab 2:15).",anger,0: no anger can be inferred,0
1635,2017-En-10488,Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton,anger,1: low amount of anger can be inferred,1
214,2017-En-10853,@jaaames1993 Literally burst out laughing.,anger,0: no anger can be inferred,0
845,2017-En-11293,.@Travelanswerman: B assured there is plenty of salt 2 keep that #fire #burning brightly! Stay #happy N life by keeping plenty #salty… …,anger,0: no anger can be inferred,0
878,2017-En-10568,"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?",anger,1: low amount of anger can be inferred,1
304,2017-En-10984,@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos,anger,3: high amount of anger can be inferred,3
1593,2017-En-10639,schneiderlin taking his revenge for the 2 fouls,anger,1: low amount of anger can be inferred,1
1390,2017-En-10405,Guy across from me in a really ugly suit cannot stop expressing his displeasure,anger,2: moderate amount of anger can be inferred,2
190,2018-En-00459,Wtf shawty ass on 😤,anger,1: low amount of anger can be inferred,1
179,2018-En-02352,#AmericasGotTalent live shows with so many technical faults #disheartening,anger,1: low amount of anger can be inferred,1
1338,2017-En-10285,@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger,2: moderate amount of anger can be inferred,2
380,2017-En-10031,@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!,anger,3: high amount of anger can be inferred,3
195,2018-En-00492,"Too much caffeine, and I'm dyyyying. #jitters #shakes #paranoia #heartbeat1000 ☕💔",anger,0: no anger can be inferred,0
16,2018-En-01209,I spotted the fed and all I got was #Ejaculating live bees and the bees are #angry.,anger,3: high amount of anger can be inferred,3
1401,2017-En-11168,@missblair140 AWH tiff you're such a great friend I love you :(( thank you,anger,0: no anger can be inferred,0
962,2017-En-10590,@JBCrewdotcom how his own fans insult him,anger,1: low amount of anger can be inferred,1
118,2018-En-03073,@AmyJoSmyth #OOC Thing is she holds a grudge like mad,anger,2: moderate amount of anger can be inferred,2
839,2017-En-40902,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,anger,1: low amount of anger can be inferred,1
360,2017-En-10022,I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault,anger,3: high amount of anger can be inferred,3
320,2018-En-01449,This is because of people like Saleem Sheikh humanity wins over terrorism n hatred #AmarnathYatraAttacked,anger,1: low amount of anger can be inferred,1
829,2017-En-11258,I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,anger,2: moderate amount of anger can be inferred,2
350,2018-En-04229,@rachelkennedy84 @callummay @Ned_Donovan @JeyyLowe @jimwaterson @dats Can it do the bell ringing and incense at consecration?,anger,0: no anger can be inferred,0
432,2017-En-10122,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",anger,3: high amount of anger can be inferred,3
31,2017-En-10623,"@jaybusbee Well, not Archie. No offense but he's kinda old.",anger,1: low amount of anger can be inferred,1
1548,2017-En-11693,@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod ,anger,3: high amount of anger can be inferred,3
333,2018-En-00530,@WDA_Punisher @SgtDangerCow @Battlefield I think so too. \nCasual audience was particularly unhappy with server admins and server rules.,anger,1: low amount of anger can be inferred,1
1453,2017-En-11238,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming",anger,3: high amount of anger can be inferred,3
212,2018-En-01335,@AGlyndwr @TeaPainUSA All I know is the sentence will start with 'look...' like any high school punk would start a threat.,anger,0: no anger can be inferred,0
1090,2017-En-10741,when you find out the initiative isn't even a thing 😧 ,anger,0: no anger can be inferred,0
130,2018-En-00716,@badpostyoongi I know for a fact they'll either ignore the fact tiff isn't or change Cindy's background,anger,0: no anger can be inferred,0
1160,2017-En-10503,"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.",anger,1: low amount of anger can be inferred,1
638,2017-En-11207,"#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout",anger,2: moderate amount of anger can be inferred,2
556,2017-En-10566,@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?,anger,1: low amount of anger can be inferred,1
350,2017-En-10641,you are an angry glass of vodka,anger,0: no anger can be inferred,0
1161,2017-En-10629,@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge,anger,1: low amount of anger can be inferred,1
379,2017-En-10891,@komal_sidhnani true...\nThey r burning with other's pleasure!\nPpl in true love happiness everywhere _😃,anger,0: no anger can be inferred,0
1279,2017-En-11160,Ppl like that irritate my soul,anger,1: low amount of anger can be inferred,1
493,2017-En-10552,Realizing that holding a grudge for long is immaturity is wisdom,anger,1: low amount of anger can be inferred,1
237,2017-En-10255,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #😂😂,anger,2: moderate amount of anger can be inferred,2
811,2017-En-10294,"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger,2: moderate amount of anger can be inferred,2
601,2017-En-11257,Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.,anger,2: moderate amount of anger can be inferred,2
469,2017-En-10093,Your twitter picture just makes me fume.,anger,3: high amount of anger can be inferred,3
1296,2017-En-20479,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,anger,2: moderate amount of anger can be inferred,2
88,2017-En-11166,@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,anger,3: high amount of anger can be inferred,3
1562,2017-En-11600,I can't have a dog in my flat! Literally no reason either! Sorry potential doggie! #landlords #doglover #sad #angry #rescuedog #dog ;_;,anger,3: high amount of anger can be inferred,3
424,2017-En-10130,@edquinn63 how can you even forget to pick ur fave child up from school #offended,anger,3: high amount of anger can be inferred,3
504,2017-En-10517,Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it,anger,1: low amount of anger can be inferred,1
1167,2017-En-10657,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,anger,0: no anger can be inferred,0
353,2017-En-11656,@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.,anger,0: no anger can be inferred,0
31,2018-En-02516,Great...So I got up at 5am only to discover that my Amazon Prime Day deal was $30 more than the regular price. 😡,anger,3: high amount of anger can be inferred,3
119,2018-En-01368,462 appearances in PL and 200 goals!! 2.31 games per goal. That's very nearly a goal in every 2 games #crap 😂😂 🙄🙄🤔🤔 #Rooney,anger,0: no anger can be inferred,0
348,2018-En-01581,@wizkidayo Bro u just dey burst my brain Bro I need u 2 pls end everything rift BTW u nd my hommie davido pls Bro 4 d sake of luv.,anger,0: no anger can be inferred,0
83,2017-En-11188,some of the casuals tweets that Vic has faved are making me gag ,anger,3: high amount of anger can be inferred,3
655,2017-En-10492,the teams that face Barca and Bayern after a defeat are the ones who face the wrath,anger,1: low amount of anger can be inferred,1
37,2017-En-11075,Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD,anger,0: no anger can be inferred,0
951,2017-En-10099,@politico @realDonaldTrump another angry white man!,anger,3: high amount of anger can be inferred,3
461,2017-En-10049,People irritate my MF soul,anger,3: high amount of anger can be inferred,3
1316,2017-En-10280,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",anger,2: moderate amount of anger can be inferred,2
1150,2017-En-11169,Oh man it's been so long since I've played #madden I am trash anymore.,anger,0: no anger can be inferred,0
325,2018-En-00957,get the fuck over yourselves. we are the most capable and you wanna sit and sulk in your bullshit and fear of failure honestly fuck yourself,anger,3: high amount of anger can be inferred,3
267,2017-En-11381,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage,anger,3: high amount of anger can be inferred,3
1600,2017-En-11503,"People are #hurt and #angry and it's hard to know what to do with that #anger Remember, at the end of the day, we're all #humans #bekind",anger,0: no anger can be inferred,0
869,2017-En-11539,@JaredWyand Maybe if it was transgender the media would cover it ,anger,2: moderate amount of anger can be inferred,2
1006,2017-En-10786,@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,anger,0: no anger can be inferred,0
1335,2017-En-10020,Making my buddy cry !! Bitch wait for revenge 🤗👌🏻,anger,3: high amount of anger can be inferred,3
1166,2017-En-10862,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,anger,3: high amount of anger can be inferred,3
1700,2017-En-40995,@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,anger,2: moderate amount of anger can be inferred,2
877,2017-En-11106,ethan was with someone in the car when he did his revenge on grayson,anger,0: no anger can be inferred,0
129,2018-En-00790,"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open😐",anger,3: high amount of anger can be inferred,3
96,2018-En-03941,Someone's nicked my lunch out the fridge at work!! Roast dinner as well! #fuming,anger,3: high amount of anger can be inferred,3
361,2018-En-00866,"@RanaAyyub @rajnathsingh Oh, hidden revenge and anger...I rememberthe time,she rebutted you.",anger,2: moderate amount of anger can be inferred,2
565,2017-En-11475,@BitchestheCat Look at those teef! #growl,anger,0: no anger can be inferred,0
103,2018-En-00133,I think I'll eternally be irritated by our LIT teacher 😂,anger,1: low amount of anger can be inferred,1
1606,2017-En-10910,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,anger,0: no anger can be inferred,0
1289,2017-En-10658,"@GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.",anger,0: no anger can be inferred,0
1595,2017-En-11159,ICQ is just making me mad!!!😤 #icq ,anger,3: high amount of anger can be inferred,3
293,2017-En-10266,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes,anger,2: moderate amount of anger can be inferred,2
435,2017-En-10892,@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy,anger,3: high amount of anger can be inferred,3
359,2018-En-01155,"i don't understand ppl who save wasps , next chance that lil dude gets he gnna sting ur grandma",anger,0: no anger can be inferred,0
313,2018-En-03320,UP students really out there raging against tuition collection #freeeducationnow,anger,1: low amount of anger can be inferred,1
1088,2017-En-11065,We floated like butterflies. Now you sting like bees!',anger,0: no anger can be inferred,0
896,2017-En-41368,You forever straight so fix that frown u good😇 @amayyaaag__,anger,1: low amount of anger can be inferred,1
371,2018-En-04302,"guess who stayed up until 2am just incase someone called but they never did like i knew already , it's me, mistakes were made",anger,0: no anger can be inferred,0
10,2018-En-00681,"@FangornForest1 @Brexit whose customers love it. Imagine being a hack these days, having to sing the tune the paymaster calls. #dismal",anger,1: low amount of anger can be inferred,1
291,2018-En-03038,James Clapper 'scary and disturbing'.  #25thAmendmentNow #ImpeachTrump  #terrified #nuclearcodes  #Godhelpus,anger,2: moderate amount of anger can be inferred,2
646,2017-En-10695,Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,anger,0: no anger can be inferred,0
1191,2017-En-11017,@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything,anger,1: low amount of anger can be inferred,1
189,2017-En-10240,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,3: high amount of anger can be inferred,3
1536,2017-En-10580,"@KevinI @GGGBoxing @SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about 450k",anger,1: low amount of anger can be inferred,1
