,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
622,2017-En-30112,LOVE LOVE LOVE #smile #fun #relaxationiskey,joy,3: high amount of joy can be inferred,3
927,2017-En-30784,i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses,joy,0: no joy can be inferred,0
368,2017-En-30116,@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious,joy,3: high amount of joy can be inferred,3
424,2017-En-30021,"When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious",joy,3: high amount of joy can be inferred,3
10,2017-En-31555,"@scottlocker220 Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet",joy,3: high amount of joy can be inferred,3
488,2017-En-30479,"When we give cheerfully and accept gratefully, everyone is blessed.\n»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou",joy,1: low amount of joy can be inferred,1
269,2017-En-30048,Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,joy,3: high amount of joy can be inferred,3
1079,2017-En-31095,Manchester United v Manchester City #happy days #EFL,joy,3: high amount of joy can be inferred,3
1,2018-En-04038,"@MichealArroyo2 Nope, thanks though. It took me yrs to find my hubby and he's great.  He makes life great. # he really is #awesomeness",joy,3: high amount of joy can be inferred,3
1032,2017-En-31155,Loving  #Pitch so far !! 🤗🤗🤗 @PITCHonFOX @Global_TV  #chills #smiling,joy,3: high amount of joy can be inferred,3
1469,2017-En-31570,@carras16 still bright ✨,joy,1: low amount of joy can be inferred,1
677,2017-En-30956,#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople,joy,3: high amount of joy can be inferred,3
1510,2017-En-31166,"@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!",joy,2: moderate amount of joy can be inferred,2
620,2017-En-31397,@readanerd cheer up chuck😘,joy,0: no joy can be inferred,0
355,2017-En-31312,@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :),joy,2: moderate amount of joy can be inferred,2
237,2018-En-01131,@Steadi_Lady You're eating skin that could have been sent to a tannery for leather processing. 😄,joy,1: low amount of joy can be inferred,1
507,2017-En-30515,"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. ",joy,1: low amount of joy can be inferred,1
489,2017-En-30600,Lil reminder that my private account is a delight of shittalking and occasionally NSFW stuff! @AngryArchosaur,joy,0: no joy can be inferred,0
1435,2017-En-30585,Laudrup and his evil white companions rejoice.,joy,0: no joy can be inferred,0
1294,2017-En-31451,That was a lovely story to actually see Ruth and hubby who won the cashcow @sunriseon7.It was so funny when she left the phone #happy 😊,joy,3: high amount of joy can be inferred,3
956,2017-En-31010,"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",joy,0: no joy can be inferred,0
417,2017-En-30486,"@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi",joy,1: low amount of joy can be inferred,1
1596,2017-En-30042,"@DorH84607784 Oh FANTASTIC, I bet it was super exhilarating  🤗😍",joy,3: high amount of joy can be inferred,3
615,2017-En-31067,@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.,joy,2: moderate amount of joy can be inferred,2
1414,2017-En-31560,@MrsTaraX @PlateGotAte YES! I am rejoicing,joy,3: high amount of joy can be inferred,3
32,2018-En-03149,It's a wonderful thing to be able to start your day with laughter.,joy,3: high amount of joy can be inferred,3
907,2017-En-31471,"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is  #COYS",joy,3: high amount of joy can be inferred,3
73,2018-En-01246,@TikiTakaConnor Eduardo without injury was honestly amazing like so sad he's not looked at in the right light because of his Injuries.,joy,0: no joy can be inferred,0
136,2017-En-31352,"@Irenelove83 heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee",joy,1: low amount of joy can be inferred,1
5,2017-En-31296,@StephaliciousD afternoon delight,joy,2: moderate amount of joy can be inferred,2
902,2017-En-31339,@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. ,joy,1: low amount of joy can be inferred,1
652,2017-En-30800,"As the birds begin to chirp, I try to sleep. #Jetlag",joy,0: no joy can be inferred,0
194,2018-En-04360,Desmond was asleep when I called after I got out of my meeting... he still answered and let me vent to him the whole way home 😍 #sweetness,joy,3: high amount of joy can be inferred,3
1027,2017-En-30671,@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? #optimism,joy,0: no joy can be inferred,0
885,2017-En-31543,The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear,joy,2: moderate amount of joy can be inferred,2
200,2018-En-01294,@H0lliejburrows Congrats beautiful 😘,joy,2: moderate amount of joy can be inferred,2
1345,2017-En-31354,"Always be full of joy in the Lord, I say it again- rejoice. Philippians 4:4",joy,1: low amount of joy can be inferred,1
754,2017-En-30536,I see I'll be hovering over the block button today with much glee.,joy,1: low amount of joy can be inferred,1
603,2017-En-30058,I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing 📖🖋,joy,3: high amount of joy can be inferred,3
213,2018-En-00314,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox.💕 i'm deeply sorry for the late greeting 😥 Chaey is wishing you to have a pleasant +",joy,0: no joy can be inferred,0
71,2018-En-02500,"Because of your @smile, you @make the #life more #beautiful:::::::::::::::::::::::::::::::::::::::::",joy,2: moderate amount of joy can be inferred,2
162,2018-En-00208,I’m so glad I’m not like some of the sad people online who gossip and bully others for their entertainment because they have no life.,joy,1: low amount of joy can be inferred,1
553,2017-En-31532,"@veryeloise your gunna make me cry, I need a glee day",joy,0: no joy can be inferred,0
67,2018-En-02773,@yashah07 Hahaha got the same forward !! I want to find the source and teach 🤣,joy,1: low amount of joy can be inferred,1
246,2017-En-30555,Watch this amazing live.ly broadcast by @brooks_swaggysquad  #musically,joy,0: no joy can be inferred,0
850,2017-En-30920,Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,joy,1: low amount of joy can be inferred,1
15,2018-En-03998,I want my diamonds as bright as my future,joy,2: moderate amount of joy can be inferred,2
626,2017-En-30215,"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9",joy,2: moderate amount of joy can be inferred,2
81,2017-En-31233,"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace #delight",joy,3: high amount of joy can be inferred,3
1419,2017-En-30543,lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,joy,0: no joy can be inferred,0
811,2017-En-30125,"I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom",joy,3: high amount of joy can be inferred,3
1592,2017-En-30371,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",joy,1: low amount of joy can be inferred,1
984,2017-En-31209,"Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw",joy,0: no joy can be inferred,0
513,2017-En-30549,@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),joy,0: no joy can be inferred,0
1102,2017-En-31281,"@NFLonFOX @TheDoctorCarson @FOXSports Easy, breezy, beautiful...",joy,2: moderate amount of joy can be inferred,2
1047,2017-En-31004,jk. started this week strong and it's still going strong. #optimism,joy,3: high amount of joy can be inferred,3
290,2017-En-31319,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live",joy,1: low amount of joy can be inferred,1
16,2017-En-31108,"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; ",joy,2: moderate amount of joy can be inferred,2
707,2017-En-30558,Hey NASCAR fans. Are you going to the race in Loudon this weekend?  Why not stop by New Day Diner for a great hearty breakfast before you go,joy,0: no joy can be inferred,0
1170,2017-En-30646,"@AdamCimmering Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively.",joy,0: no joy can be inferred,0
524,2017-En-30787,@debutemma I dont have to sit here and take this from u spry young children,joy,0: no joy can be inferred,0
1128,2017-En-30118,Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! ,joy,3: high amount of joy can be inferred,3
1417,2017-En-31309,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy",joy,3: high amount of joy can be inferred,3
614,2017-En-30719,@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another,joy,0: no joy can be inferred,0
115,2017-En-31377,@howcaniapply @radioscarboro Much to my delight!,joy,3: high amount of joy can be inferred,3
38,2018-En-04111,It's a beautiful pout. c:,joy,1: low amount of joy can be inferred,1
568,2017-En-30078,"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark",joy,3: high amount of joy can be inferred,3
529,2017-En-30278,Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,joy,2: moderate amount of joy can be inferred,2
386,2017-En-30534,"A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-",joy,1: low amount of joy can be inferred,1
1319,2017-En-30308,talk about a mood pickup i went from depressed to elated so fast,joy,2: moderate amount of joy can be inferred,2
801,2017-En-31089,smoking weed while you watch 12 pull somebody else over is the most joyous thing ever.,joy,2: moderate amount of joy can be inferred,2
1130,2017-En-31517,Okay~ #deepbreathes ☺️ we can do this @sydneyswans 💪🏻🔴⚪️ #cheer #cheer &amp; see you on the other side peeps ❤️ #AFLCatsSwans #ProudlySydney,joy,3: high amount of joy can be inferred,3
1582,2017-En-30546,“The essential Saltes of Animals may be\nArkham’s large outfit from any effects he\nI rejoice that you continue in ye,joy,0: no joy can be inferred,0
75,2018-En-03334,"peplamb: stevenfurtick #comfort all who #mourn, To console those who #mourn in #Zion, To give them #beauty for #ashes, The #oil of #joy for…",joy,0: no joy can be inferred,0
649,2017-En-30673,"don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things.",joy,0: no joy can be inferred,0
753,2017-En-30411,it was both lively &amp; lovely @crumblepie15 @buryprofs @DittoBistro #BuffnPolish,joy,1: low amount of joy can be inferred,1
372,2017-En-30343,Watch this amazing live.ly broadcast by @elise_awsome_11  #musically,joy,1: low amount of joy can be inferred,1
681,2017-En-30113,@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice ❤ 📞👍😊,joy,3: high amount of joy can be inferred,3
1444,2017-En-22017,@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —,joy,0: no joy can be inferred,0
360,2017-En-31197,@yeldarbkered You've got quite the cheery young Souls fan. :),joy,3: high amount of joy can be inferred,3
599,2017-En-31459,@soboleskih Okay this is hilarious,joy,2: moderate amount of joy can be inferred,2
1433,2017-En-31191,Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour #chirp,joy,1: low amount of joy can be inferred,1
893,2017-En-30334,@doctorofinfo I was just introducing a little levity to the convo. Yep!,joy,2: moderate amount of joy can be inferred,2
1526,2017-En-30167,Look forward to the detours because they bring delightful surprises. #lifequote ,joy,2: moderate amount of joy can be inferred,2
1055,2017-En-30980,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,joy,0: no joy can be inferred,0
673,2017-En-30157,@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGA🙋 Have a joyful day,joy,3: high amount of joy can be inferred,3
98,2018-En-02448,@Mywifestyles Thank you for following me. Please read my astonishing (e)book #FlightOfALifetime; you’ll be very glad you did #happy #smiles,joy,2: moderate amount of joy can be inferred,2
439,2017-En-30467,"Whether you are rejoicing or fighting back tears, God wants to share the moment with you.",joy,1: low amount of joy can be inferred,1
967,2017-En-30609,"@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -",joy,0: no joy can be inferred,0
222,2018-En-00057,Dying my hair an extreme color for the first time #excited #nervous #change #notfastenough,joy,2: moderate amount of joy can be inferred,2
1070,2017-En-30482,A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 ,joy,1: low amount of joy can be inferred,1
267,2017-En-31573,Sanatana Lopez is definitely me 😂 ,joy,2: moderate amount of joy can be inferred,2
526,2017-En-30289,"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy,2: moderate amount of joy can be inferred,2
1119,2017-En-31493,#PeopleLikeMeBecause of my razor wit &amp; sparkling personality,joy,1: low amount of joy can be inferred,1
1121,2017-En-31342,My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n#GreatDay #optimism,joy,3: high amount of joy can be inferred,3
1167,2017-En-30312,@bradshawjp Sweet! #optimism,joy,2: moderate amount of joy can be inferred,2
275,2017-En-31286,"Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.",joy,1: low amount of joy can be inferred,1
604,2017-En-31384,"@ToyStoriesInt They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people",joy,2: moderate amount of joy can be inferred,2
1466,2017-En-30027,Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:),joy,3: high amount of joy can be inferred,3
506,2017-En-30276,I'm a cheery ghost.,joy,2: moderate amount of joy can be inferred,2
18,2017-En-30353,Watch this amazing live.ly broadcast by @jaredhorgan  #musically,joy,1: low amount of joy can be inferred,1
1116,2017-En-30779,Apparently all the money in the world can't buy a single person to tell you not give your own waist a hearty two-handed pinch while onstage.,joy,0: no joy can be inferred,0
363,2017-En-30716,@jellzybean cheer up punkin',joy,0: no joy can be inferred,0
404,2017-En-30476,A cheerful sloth annotated old books about a very good man then the gods ended evil.,joy,1: low amount of joy can be inferred,1
514,2017-En-31256,The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville,joy,1: low amount of joy can be inferred,1
166,2018-En-02113,@AmandaHolden Lovely photo Amanda! #summerhols #carefree,joy,2: moderate amount of joy can be inferred,2
402,2017-En-31485,Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617,joy,3: high amount of joy can be inferred,3
1536,2017-En-31457,"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉",joy,3: high amount of joy can be inferred,3
1241,2017-En-31386,Good morning! Welcome the new day into your life and your heart #mindfulness #smile #zen,joy,3: high amount of joy can be inferred,3
594,2017-En-30454,Optimism leads to success. - Bill Kerr @Coach__Kerr #success #optimism #goals,joy,1: low amount of joy can be inferred,1
1573,2017-En-30679,You have to find a way to top yourself. ,joy,0: no joy can be inferred,0
501,2017-En-30636,On the bright side with YouTube heroes leafy will finally get banned,joy,0: no joy can be inferred,0
650,2017-En-30219,@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy,2: moderate amount of joy can be inferred,2
1332,2017-En-31418,@sophtulig I personally prefer being happy.,joy,1: low amount of joy can be inferred,1
320,2017-En-30974,I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,joy,1: low amount of joy can be inferred,1
205,2018-En-02584,@rickysnecklace I'm so proud Mils! Keep smiling ❤️,joy,3: high amount of joy can be inferred,3
278,2018-En-03202,@BernadetteAlly cute smile!,joy,2: moderate amount of joy can be inferred,2
212,2017-En-30923,So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,joy,3: high amount of joy can be inferred,3
1519,2017-En-30849,"it gets better. without explanation; you just wake up one morning and you’re just happy, totally and utterly elated.",joy,3: high amount of joy can be inferred,3
810,2017-En-30126,"I just really enjoy bright colors, like the colors you would see downtown Miami",joy,3: high amount of joy can be inferred,3
1082,2017-En-30909,@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay #happyjinyoungday #got7  #birthday,joy,3: high amount of joy can be inferred,3
593,2017-En-30541,You have to find a way to top yourself. #glee,joy,0: no joy can be inferred,0
898,2017-En-30981,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy,joy,0: no joy can be inferred,0
1377,2017-En-30973,All the bright places :(,joy,0: no joy can be inferred,0
590,2017-En-30586,My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy,0: no joy can be inferred,0
809,2017-En-31096,"@LostGermain ' Want to have a spar?' The prince smiles and reaches for his hilt and his icy eyes keep on Aaron, a playful look in his eyes.",joy,1: low amount of joy can be inferred,1
192,2018-En-04018,@itejasmehta @QTalker My pleasure 😊,joy,2: moderate amount of joy can be inferred,2
77,2017-En-30768,Shanghais chief distracting levity pampa - proper dingle carry away: uUDQujcia,joy,0: no joy can be inferred,0
190,2018-En-00851,@maritzabuys666 Looks wonderful!!!  Wish it was my cock tho!!!  😍,joy,2: moderate amount of joy can be inferred,2
131,2018-En-01207,Good times never fade away #smile,joy,2: moderate amount of joy can be inferred,2
108,2017-En-30330,@lawson__lynch my kinda girl pleasing the dick right😍😏,joy,2: moderate amount of joy can be inferred,2
1398,2017-En-30350,Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right there,joy,1: low amount of joy can be inferred,1
1373,2017-En-30816,@SenJohnMcCain @WSJ an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!,joy,0: no joy can be inferred,0
696,2017-En-30897,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day ,joy,2: moderate amount of joy can be inferred,2
1556,2017-En-30202,@scdesc Yup. And Val basically ignoring the recipe. I'm just done. I keep bursting into laughter x,joy,2: moderate amount of joy can be inferred,2
348,2017-En-31507,Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,joy,1: low amount of joy can be inferred,1
136,2018-En-00321,@candycmarketing What happens if you don't want to watch this 'content'? Can't vote then 😆,joy,1: low amount of joy can be inferred,1
1450,2017-En-30425,Watch this amazing live.ly broadcast by @broitzmax #lively #musically,joy,1: low amount of joy can be inferred,1
132,2017-En-30935,#blackish always has me #rollin ,joy,2: moderate amount of joy can be inferred,2
44,2017-En-30120,@clonmacart I'm beaming with glee.,joy,3: high amount of joy can be inferred,3
883,2017-En-30314,tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo,joy,2: moderate amount of joy can be inferred,2
851,2017-En-31567,@indermethil True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. @MarcBartra ? mebbe :P,joy,0: no joy can be inferred,0
1438,2017-En-30906,I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,joy,0: no joy can be inferred,0
1471,2017-En-30457,@LoriAlan1 Seriously. Digging those eyebrows. #animated,joy,1: low amount of joy can be inferred,1
601,2017-En-30560,"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",joy,0: no joy can be inferred,0
1209,2017-En-30708,A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally,joy,0: no joy can be inferred,0
1360,2017-En-31404,"@BreezyWeekes hey breezy, you wanna give me some of that coffee you posted on your snap?? please",joy,0: no joy can be inferred,0
1174,2017-En-30418,felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! ,joy,1: low amount of joy can be inferred,1
1244,2017-En-31500,"Latest on new optimism on keeping #Raiders in #Oakland, live right now on @KCBSNews: @NFL meets here w/Lott &amp; Schaaf to talk new stadium",joy,1: low amount of joy can be inferred,1
289,2017-En-30440,Queen Bey will be smiling over sixth this afternoon,joy,1: low amount of joy can be inferred,1
575,2017-En-31371,"@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'",joy,2: moderate amount of joy can be inferred,2
81,2018-En-00088,Thanks for following me on Twitter. What would you like to see? #funny #happy thefactably,joy,2: moderate amount of joy can be inferred,2
221,2017-En-31503,"The bits that were cooked actual tasted ... no, ok, the cooked AND raw bits tasted awful. 5/5 hilarity, 1/5 taste, 0/5 safe to ingest",joy,0: no joy can be inferred,0
653,2017-En-30317,@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal! 😊,joy,2: moderate amount of joy can be inferred,2
