,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
101,2017-En-31597,"Dehydrated, exhausted, stressed but still blessed. #optimism",joy,0: no joy can be inferred,0
205,2017-En-30955,#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,joy,3: high amount of joy can be inferred,2
10,2018-En-03345,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",joy,2: moderate amount of joy can be inferred,1
74,2017-En-31338,@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. #hilarious,joy,2: moderate amount of joy can be inferred,1
967,2017-En-30609,"@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -",joy,0: no joy can be inferred,0
1070,2017-En-30482,A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 ,joy,1: low amount of joy can be inferred,1
1384,2017-En-30404,"@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World, but so glad you asked #muchlove ",joy,1: low amount of joy can be inferred,1
1454,2017-En-31163,Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. #happy,joy,1: low amount of joy can be inferred,1
687,2017-En-30472,@rosyIipH glee glee glee glee gLEE GLEE i LOST LOST LOST lowe much,joy,1: low amount of joy can be inferred,1
755,2017-En-31116,@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer,joy,3: high amount of joy can be inferred,2
594,2017-En-30454,Optimism leads to success. - Bill Kerr @Coach__Kerr #success #optimism #goals,joy,1: low amount of joy can be inferred,1
1234,2017-En-31297,And 9/10 the character is a woman. Because if a man is fat he's jovial. If a woman is fat she's useless and maybe evil amirite?,joy,0: no joy can be inferred,0
524,2017-En-30787,@debutemma I dont have to sit here and take this from u spry young children,joy,0: no joy can be inferred,0
1602,2017-En-30570,"every time a new Anthony Weiner revelation breaks, Bill Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday.",joy,0: no joy can be inferred,0
1188,2017-En-30562,“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor,joy,0: no joy can be inferred,0
414,2017-En-30762,I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky,joy,0: no joy can be inferred,0
1608,2017-En-30483,@OilersFanSean yup I feel dirty cheering,joy,1: low amount of joy can be inferred,1
293,2017-En-31190,@pi6ie I want to achieve to your level of optimism,joy,0: no joy can be inferred,0
134,2017-En-31592,@xmaseveevil1. #MSM is rejoicing that they've fooled us with these body doubles for so long &amp; now her death is a secret. Just like Hawkings,joy,0: no joy can be inferred,0
100,2017-En-30521,@delon03 can you at least just walk past her and break out into laughter,joy,1: low amount of joy can be inferred,1
254,2017-En-30638,"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",joy,0: no joy can be inferred,0
1550,2017-En-30502,i'm doing laundry and watching that 70's show with a bunch of strangers.  #birthday #to #me,joy,1: low amount of joy can be inferred,1
108,2017-En-30330,@lawson__lynch my kinda girl pleasing the dick right😍😏,joy,2: moderate amount of joy can be inferred,1
266,2018-En-00835,well my day started off great 🙃 the mocha machine wasn't working @ mcdonalds.,joy,0: no joy can be inferred,0
1418,2017-En-30189,I am always ready to #smile.,joy,2: moderate amount of joy can be inferred,1
189,2017-En-31052,"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",joy,3: high amount of joy can be inferred,2
1236,2017-En-30689,@honevbee close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead,joy,0: no joy can be inferred,0
1492,2017-En-31236,"Lucina, that's fantastic! When you feel cheery, we ALL feel cheery!",joy,3: high amount of joy can be inferred,2
1159,2017-En-31351,Solange is more aesthetically pleasing than your fave.,joy,1: low amount of joy can be inferred,1
63,2018-En-02511,Don’t let the fear of losing be greater than the excitement of winning. ~Robert Kiyosaki\n\nAllOutDenimFor KISSMARC,joy,1: low amount of joy can be inferred,1
1436,2017-En-31367,@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?,joy,0: no joy can be inferred,0
1557,2017-En-31134,Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy,3: high amount of joy can be inferred,2
1224,2017-En-30905,@Elaminova sparkling water makes your life sparkly,joy,1: low amount of joy can be inferred,1
1192,2017-En-31537,Lea doing a mini set tour of glee my heart just cried tears of happiness and sadness,joy,1: low amount of joy can be inferred,1
1559,2017-En-30234,In ever use to like smiling until I realized how good my teeth look ... Witout the braces,joy,2: moderate amount of joy can be inferred,1
74,2018-En-00595,"Cookie ♥ Nutella, topping Kinder BuenoWhite\n#cookie #muffin #nutella #food #delicious #foodporn #happy #dessert #chocolate #cake #junkfood",joy,2: moderate amount of joy can be inferred,1
252,2017-En-30135,@LindseySanford @simplymeasured this makes me giggle with glee!,joy,3: high amount of joy can be inferred,2
956,2017-En-31010,"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",joy,0: no joy can be inferred,0
120,2017-En-30810,@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.,joy,0: no joy can be inferred,0
139,2018-En-01580,Suddenly dreams of mine are coming true. #happy,joy,3: high amount of joy can be inferred,2
960,2017-En-30035,second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering,joy,3: high amount of joy can be inferred,2
213,2018-En-00314,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox.💕 i'm deeply sorry for the late greeting 😥 Chaey is wishing you to have a pleasant +",joy,0: no joy can be inferred,0
137,2018-En-00338,God favors men and women who delight in being made worthy of happiness before the happiness itself.,joy,1: low amount of joy can be inferred,1
1171,2017-En-30327,Watch this amazing live.ly broadcast by @iamjustinburke  #musically,joy,2: moderate amount of joy can be inferred,1
947,2017-En-30004,"I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.",joy,3: high amount of joy can be inferred,2
480,2017-En-30264,"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent",joy,2: moderate amount of joy can be inferred,1
514,2017-En-31256,The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville,joy,1: low amount of joy can be inferred,1
138,2017-En-31044,But uncle buck is on tho . #UncleBuck ,joy,1: low amount of joy can be inferred,1
5,2018-En-03726,I have the best girlfriend in the world 😍 #blessed,joy,3: high amount of joy can be inferred,2
1176,2017-En-31359,"...X, X... Do... you... hear... me? Darn... Your... optimism led... ...to your own... demise... ... You... should... li...live #ZeroBOT",joy,0: no joy can be inferred,0
548,2017-En-30015,@iamTinaDatta love you so much #smile 😊😊,joy,3: high amount of joy can be inferred,2
386,2017-En-30534,"A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-",joy,1: low amount of joy can be inferred,1
21,2017-En-30580,@AllredMD @KerryCallen @thismanthispete Kirby's Black Panther in a cool animated panel.,joy,0: no joy can be inferred,0
1097,2017-En-30212,The neighbor dancing in the Clayton Homes commercial is me. #hilarious,joy,2: moderate amount of joy can be inferred,1
155,2017-En-30106,Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,joy,3: high amount of joy can be inferred,2
840,2017-En-30160,Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,joy,3: high amount of joy can be inferred,2
1153,2017-En-30155,Thank you @RachelPlatten for teaching me how to live again. It's been so long since &amp; this ride is about to be exhilarating. I just know it,joy,3: high amount of joy can be inferred,2
974,2017-En-31179,Love your new show @driverminnie  #hilarious,joy,3: high amount of joy can be inferred,2
8,2017-En-30871,@hesham786 that's the spirit #optimism,joy,0: no joy can be inferred,0
884,2017-En-30170,"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !",joy,2: moderate amount of joy can be inferred,1
1554,2017-En-31098,"Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit.",joy,0: no joy can be inferred,0
798,2017-En-31596,"Dehydrated, exhausted, stressed but still blessed. ",joy,0: no joy can be inferred,0
1543,2017-En-30043,@ContourCosmetic well done ladies! A great award for an amazing team. A delight to present the award to you.,joy,3: high amount of joy can be inferred,2
539,2017-En-30959,"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",joy,0: no joy can be inferred,0
1273,2017-En-31241,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining!  #socialmedia,joy,2: moderate amount of joy can be inferred,1
96,2017-En-31011,"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884",joy,3: high amount of joy can be inferred,2
702,2017-En-30123,Food that gets delivered 😍🙌🏻  ,joy,3: high amount of joy can be inferred,2
1371,2017-En-31074,"“Set a goal to achieve something that is so big, so exhilarating that it excites you and scares you at the same time.” \n― Bob Proctor",joy,1: low amount of joy can be inferred,1
183,2017-En-30661,@_Kdddd drop some off at 1133 cheery,joy,0: no joy can be inferred,0
40,2018-En-02368,"#lol #funny #comedy #sarcasm me: i don't care :)\n\nme, one second later: *starts crying*",joy,1: low amount of joy can be inferred,1
497,2017-En-30464,Watch this amazing live.ly broadcast by @__.mila.__  #musically,joy,1: low amount of joy can be inferred,1
114,2018-En-00006,My new favourite #film with out a shadow of a doubt it #Okja #beautifull #funny #sad #emotional #real #Netflix #MUSTWATCH #now,joy,2: moderate amount of joy can be inferred,1
225,2018-En-02878,Happy to share my new video preview with some of my local fav's!\n#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,joy,3: high amount of joy can be inferred,2
94,2017-En-30548,"@EtherealMystic_ - felt like he couldn't control — and here she was, giving so much of herself, selflessly pleasing him. His groans were -",joy,0: no joy can be inferred,0
1383,2017-En-30894,"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) #smile",joy,3: high amount of joy can be inferred,2
87,2018-En-01417,@AKSongstress one of GH finest energetic #dancehall act #blessing in disguise 🙏 so so prolific 🙏,joy,2: moderate amount of joy can be inferred,1
641,2017-En-30845,"A cheerful heart is good medicine, but a broken spirit saps a person's strength.' {Proverbs 17:22} #WednesdayWisdom",joy,0: no joy can be inferred,0
482,2017-En-31410,Your attitude toward your struggles is equally as important as your actions to work through them. #optimism,joy,1: low amount of joy can be inferred,1
174,2018-En-02339,"#AI #revolation, soon is possible!\n#fearless #fearful  #good #goodness",joy,1: low amount of joy can be inferred,1
1282,2017-En-30511,"@doubtcaspar babe :(( remember I'm ALWAYS here if u need a little cheering up or talk, ily lots💘",joy,1: low amount of joy can be inferred,1
164,2017-En-31514,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. ,joy,0: no joy can be inferred,0
111,2017-En-31344,"May a man live well-, and long-enough, to leave many joyful widows behind him.",joy,2: moderate amount of joy can be inferred,1
818,2017-En-30869,Chris would take full responsibility and would want us all to rejoice in the memories we all had with him.,joy,0: no joy can be inferred,0
701,2017-En-31249,that's my breezy breezy breezy that's my breezy that's my buzzinnnnnn.,joy,1: low amount of joy can be inferred,1
723,2017-En-30471,@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun,joy,1: low amount of joy can be inferred,1
181,2018-En-01832,"See you at our #CampaignMasterclass on Friday @HaysTravel, we're very excited and we hope you are too 😊 #emailmarketing",joy,2: moderate amount of joy can be inferred,1
1498,2017-En-30686,"342:147 And waxen in their mirth, and neeze, and swear\nA merrier hour was never wasted there.--\n#AMNDBots",joy,0: no joy can be inferred,0
491,2017-En-30405,#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote  #problemsolving #behappy,joy,1: low amount of joy can be inferred,1
1402,2017-En-31502,"everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up",joy,0: no joy can be inferred,0
1497,2017-En-31271,"@JohnGDryden Gud morning sir,,keep smiling!",joy,3: high amount of joy can be inferred,2
1474,2017-En-31128,i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums,joy,3: high amount of joy can be inferred,2
457,2017-En-30998,@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude,joy,3: high amount of joy can be inferred,2
376,2017-En-30092,@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy,3: high amount of joy can be inferred,2
298,2017-En-30606,"The birds chirp , the sun shines and the wind chimes chime. There was once a smile on this face.",joy,0: no joy can be inferred,0
330,2017-En-30759,Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',joy,0: no joy can be inferred,0
1216,2017-En-30613,#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy,joy,0: no joy can be inferred,0
1589,2017-En-31060,Be content .... Life is too short. #smiling,joy,3: high amount of joy can be inferred,2
33,2017-En-30827,I love my family so much #lucky #grateful #smartassfamily  #love,joy,3: high amount of joy can be inferred,2
1606,2017-En-30640,backed pats -2.5 10/11 just before #pleasing,joy,0: no joy can be inferred,0
738,2017-En-30267,So happy my next class is canceled bc..im od tired 😭,joy,2: moderate amount of joy can be inferred,1
18,2017-En-30353,Watch this amazing live.ly broadcast by @jaredhorgan  #musically,joy,1: low amount of joy can be inferred,1
1374,2017-En-30773,"So much news about Pakistan, Afghanistan, etc. We need more cheery news about Frybread Stands!!! Everyone in media just so grim.",joy,0: no joy can be inferred,0
197,2017-En-30569,Blake lively is flawless,joy,0: no joy can be inferred,0
80,2018-En-00102,That moment when the worry is lifted #grateful,joy,2: moderate amount of joy can be inferred,1
682,2017-En-31001,Your #smile is a messenger of your good will.,joy,2: moderate amount of joy can be inferred,1
409,2017-En-30789,@iamglenn35 the forth character? No... not gleeful enough...,joy,0: no joy can be inferred,0
916,2017-En-30270,#smile is the #respect we give everyone.,joy,2: moderate amount of joy can be inferred,1
362,2017-En-30074,"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)",joy,3: high amount of joy can be inferred,2
583,2017-En-30777,I hate when I try to be playful and get shut down lol ...Why so serious🙁,joy,0: no joy can be inferred,0
1403,2017-En-31539,Treat joy and laughter as a form of worship and spiritual warfare!  #live #victory #worship,joy,3: high amount of joy can be inferred,2
83,2018-En-02658,@pepesgrandma @FreeBeacon Thanks for the early morning laughter ❤,joy,3: high amount of joy can be inferred,2
828,2017-En-31057,@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor,joy,0: no joy can be inferred,0
222,2017-En-31373,"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",joy,2: moderate amount of joy can be inferred,1
832,2017-En-30757,noah fence but i want a harley quinn or blake lively layout,joy,0: no joy can be inferred,0
158,2018-En-03386,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml 💞,joy,3: high amount of joy can be inferred,2
1246,2017-En-31050,"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x33 ",joy,1: low amount of joy can be inferred,1
185,2018-En-01292,@VescioDiana You forgot #laughter as well ❤️❤️❤️,joy,1: low amount of joy can be inferred,1
603,2017-En-30058,I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing 📖🖋,joy,3: high amount of joy can be inferred,2
171,2017-En-30870,@Communism_Kills i get the subway melt and make sure it's only hearty italian bread... black olives are a must though,joy,0: no joy can be inferred,0
1005,2017-En-31053,"Well, this is cheery. #MrRobot",joy,2: moderate amount of joy can be inferred,1
32,2017-En-30279,Watch this amazing live.ly broadcast by @maisiev  #musically,joy,2: moderate amount of joy can be inferred,1
1092,2017-En-30812,Quinn's short hair makes me sad. ,joy,0: no joy can be inferred,0
1317,2017-En-30835,@Gronnhair @buryprofs @DittoBistro it was indeed lovely and the team were incredibly attentive and on the ball. Cheese was a lively gesture!,joy,2: moderate amount of joy can be inferred,1
584,2017-En-30274,@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.,joy,2: moderate amount of joy can be inferred,1
1397,2017-En-30082,I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني,joy,3: high amount of joy can be inferred,2
9,2018-En-01806,'your marker teacher'.i looked at him n just burst out laughing i swear these kids will never take me seriously 🤦🏻‍♀️,joy,2: moderate amount of joy can be inferred,1
1036,2017-En-31175,*gets crushes on fictional and animated characters instead if real people*,joy,0: no joy can be inferred,0
1265,2017-En-30808,@torbalan I still have some shred of optimism. It's rapidly disappearing however...,joy,0: no joy can be inferred,0
715,2017-En-30550,will i ever get the nerve to quit the restaurant ??? find out tonite on glee!,joy,0: no joy can be inferred,0
244,2018-En-00258,@KhaoJimmy Okay awak 😆,joy,1: low amount of joy can be inferred,1
1010,2017-En-30176,"If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove ☺️",joy,2: moderate amount of joy can be inferred,1
1281,2017-En-30657,"Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch.",joy,0: no joy can be inferred,0
42,2018-En-04182,"Idk why but when I help someone,  a smile comes on my lips.\n\n#thatisall #ieverwant #noneeds #justyou #love #peace #smiling #faces #kindness",joy,3: high amount of joy can be inferred,2
673,2017-En-30157,@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGA🙋 Have a joyful day,joy,3: high amount of joy can be inferred,2
640,2017-En-31145,Life izn't about pleasing each others...😕\n\n #hell #with ,joy,0: no joy can be inferred,0
1266,2017-En-30068,"@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty",joy,3: high amount of joy can be inferred,2
1352,2017-En-30761,"@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.",joy,0: no joy can be inferred,0
1289,2017-En-31505,Get there deviant differently enigmatic bellboy in passage to correct thy ring up jaunty: IWLDpe,joy,0: no joy can be inferred,0
18,2018-En-01611,@ubiqsmart  looking like a good buy in price. Great platform and Dev team future looks #bright,joy,2: moderate amount of joy can be inferred,1
630,2017-En-30656,@hoemanda69 wtf is tenacious and jubilant,joy,0: no joy can be inferred,0
527,2017-En-31247,@GreggDoyelStar I'm sure you'll have a heyday if they do,joy,1: low amount of joy can be inferred,1
373,2017-En-31591,#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...,joy,2: moderate amount of joy can be inferred,1
680,2017-En-30094,@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,joy,3: high amount of joy can be inferred,2
370,2017-En-31563,@JackHoward the Christmas episode genuinely had me in tears of laughter,joy,3: high amount of joy can be inferred,2
1104,2017-En-30676,@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.,joy,0: no joy can be inferred,0
1120,2017-En-30823,"@theclobra lol I thought maybe, couldn't decide if there was levity or not",joy,0: no joy can be inferred,0
1251,2017-En-30665,@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice,joy,0: no joy can be inferred,0
61,2018-En-03082,'Sleepy' lotion by @lushcosmetics smells like if a bouquet of lavender and a bunch of toasted marshmallows had a love child. #delicious,joy,2: moderate amount of joy can be inferred,1
1045,2017-En-30115,"Good night, Twitter world! Wish you all good sleep / productive jovial days! :)",joy,3: high amount of joy can be inferred,2
876,2017-En-31127,@RayGemini I've got 8 coming back this week. It's so joyous isn't it haha,joy,2: moderate amount of joy can be inferred,1
109,2017-En-30249,Rojo is so bad it's hilarious.,joy,2: moderate amount of joy can be inferred,1
979,2017-En-30791,I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,joy,0: no joy can be inferred,0
1043,2017-En-30797,half day tuhday but nah for glee 😭,joy,0: no joy can be inferred,0
175,2018-En-03913,"And the #wonderful boy in the Garden grew in wisdom and stature and in favour with God and men, which, literally, were his parents.\n#VSS365",joy,2: moderate amount of joy can be inferred,1
224,2018-En-03077,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,joy,2: moderate amount of joy can be inferred,1
1103,2017-En-30780,People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.,joy,0: no joy can be inferred,0
312,2017-En-31099,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato,joy,3: high amount of joy can be inferred,2
240,2017-En-30978,It's all about #redwine and ,joy,0: no joy can be inferred,0
123,2017-En-30273,Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,joy,2: moderate amount of joy can be inferred,1
194,2018-En-04360,Desmond was asleep when I called after I got out of my meeting... he still answered and let me vent to him the whole way home 😍 #sweetness,joy,3: high amount of joy can be inferred,2
693,2017-En-31257,@RyuRedwings2 and I have discovered you can now send animated gifs over the updated iMessage,joy,0: no joy can be inferred,0
915,2017-En-30045,Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer #tumbling,joy,3: high amount of joy can be inferred,2
1116,2017-En-30779,Apparently all the money in the world can't buy a single person to tell you not give your own waist a hearty two-handed pinch while onstage.,joy,0: no joy can be inferred,0
540,2017-En-31608,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry  #offalonehugots,joy,0: no joy can be inferred,0
280,2017-En-31194,@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! ✨,joy,3: high amount of joy can be inferred,2
203,2018-En-03633,"I feel like I should be watching #glee, but #glee will just make me cry and I'm trying to remember happy times",joy,0: no joy can be inferred,0
61,2017-En-31382,I fear that if United bottle this my heart would actually collapse from laughter.,joy,3: high amount of joy can be inferred,2
23,2017-En-30095,@Myahrissavietta I'm cheery now 😘😉,joy,3: high amount of joy can be inferred,2
145,2018-En-02590,I'm doing all this to make sure you smiling down on me bro,joy,1: low amount of joy can be inferred,1
765,2017-En-31182,@rheafraserx took them an awfy long time to spot their goal was disallowed ☺️ #pleasing,joy,0: no joy can be inferred,0
940,2017-En-30527,Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...,joy,1: low amount of joy can be inferred,1
158,2017-En-30968,Keep smiling :),joy,2: moderate amount of joy can be inferred,1
284,2017-En-31304,@Lil_PowWow @jweiler0528 More fat = more buoyant. Day 1 water stuff,joy,0: no joy can be inferred,0
242,2018-En-01993,"@BadHombreNPS @SecretaryPerry If this didn't make me so angry, I'd be laughing at this tweet!",joy,0: no joy can be inferred,0
1117,2017-En-31259,When my friends send me ballons and fireworks through text...#amazing #smiling,joy,3: high amount of joy can be inferred,2
15,2017-En-30706,mirana told me to shut up when i was singing along to glee...,joy,0: no joy can be inferred,0
1328,2017-En-30832,"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",joy,0: no joy can be inferred,0
512,2017-En-31102,#bcwinechat what's the most common method used to make BC #sparkling #wine?,joy,0: no joy can be inferred,0
1563,2017-En-30257,It's better to be wetter than it is dry' - @RLevin91 certainly found that hilarious #GBBO,joy,2: moderate amount of joy can be inferred,1
1083,2017-En-30041,@shwood @mpforstein OMD you 2 are cracking me up! Thanks for the follow Brian. I need some levity to balance the cynicism I share w/Michael😀,joy,3: high amount of joy can be inferred,2
