,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
1446,2017-En-41276,"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness,2: moderate amount of sadness can be inferred,2
1469,2017-En-41028,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",sadness,2: moderate amount of sadness can be inferred,2
363,2018-En-01474,Didn't know the @ChickfilA cow day thing ended at 7:30 so showed up 30 min late looking like a cow with no sandwich #sadness 😅😅😅,sadness,2: moderate amount of sadness can be inferred,2
1045,2017-En-40154,@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time 😢🍻,sadness,2: moderate amount of sadness can be inferred,2
310,2017-En-41454,@macmacm43 jeezus God #dark,sadness,1: low amount of sadness can be inferred,1
509,2017-En-40928,Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial,sadness,1: low amount of sadness can be inferred,1
97,2017-En-21865,Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,sadness,3: high amount of sadness can be inferred,3
52,2018-En-04370,WAIT...Lawrence's friend dragged the fuck outta him!! ,sadness,1: low amount of sadness can be inferred,1
621,2017-En-40556,#ThankYouCGI - Do not grow weary in doing good. #CGI2016,sadness,0: no sadness can be inferred,0
746,2017-En-41181,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump,sadness,2: moderate amount of sadness can be inferred,2
257,2017-En-40534,"It is a solemn thing, and no small scandal in the Kingdom, to see God’s children starving while seated at the Father’s table. -AW Tozer",sadness,0: no sadness can be inferred,0
226,2017-En-40102,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad,sadness,3: high amount of sadness can be inferred,3
1416,2017-En-40584,"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃",sadness,0: no sadness can be inferred,0
177,2017-En-40038,come to the funeral tomorrow at 12 to mourn the death of my gpa,sadness,3: high amount of sadness can be inferred,3
549,2017-En-40012,"After 3 idk why I start feeling so depress, sad and lonely.",sadness,3: high amount of sadness can be inferred,3
148,2017-En-40172,@TDYLN sadly not :(,sadness,2: moderate amount of sadness can be inferred,2
889,2017-En-41184,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,sadness,0: no sadness can be inferred,0
107,2018-En-00718,Every day I always get a bit sad when I've finished my lunch.,sadness,3: high amount of sadness can be inferred,3
133,2018-En-00794,@620wtmj Seriously @620wtmj !? This is news to you?!? #sad \n\nWhy not focus on important issues??,sadness,2: moderate amount of sadness can be inferred,2
1493,2017-En-40831,"@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things.",sadness,2: moderate amount of sadness can be inferred,2
151,2017-En-40833,@Barcabhoy1 Of course not. Didn't sink his studs into a knee like Forrester,sadness,0: no sadness can be inferred,0
277,2018-En-01435,@o_pebbles Not of this one sadly! 😪,sadness,2: moderate amount of sadness can be inferred,2
984,2017-En-40843,amateur author Twitter might be the most depressing thing I've ever seen,sadness,3: high amount of sadness can be inferred,3
393,2017-En-40380,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad,sadness,1: low amount of sadness can be inferred,1
363,2017-En-41045,Why can't you just be mine. #forlorn,sadness,3: high amount of sadness can be inferred,3
190,2017-En-40588,"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",sadness,0: no sadness can be inferred,0
380,2017-En-41357,Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness,3: high amount of sadness can be inferred,3
355,2018-En-01101,Tonight's run.... #restless,sadness,2: moderate amount of sadness can be inferred,2
616,2017-En-40965,"@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--",sadness,2: moderate amount of sadness can be inferred,2
1162,2017-En-40779,@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org,sadness,0: no sadness can be inferred,0
484,2017-En-41285,Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾,sadness,1: low amount of sadness can be inferred,1
1444,2017-En-41264,People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness,2: moderate amount of sadness can be inferred,2
1357,2017-En-40020,@Ashleyavitia_ don't leave me #sad,sadness,3: high amount of sadness can be inferred,3
1490,2017-En-41532,@sainsburys Could you ask your Chafford Hundred store to turn on their car park lights? A bit scary these dark nights! Thanks.,sadness,1: low amount of sadness can be inferred,1
83,2018-En-02845,Literally hanging on by a thread need some taylor ray tonight loving a bad dog sucks #taylorrayholbrook #hurting @TaylorRaysTweet,sadness,1: low amount of sadness can be inferred,1
939,2017-En-41369,@d6vey you are grim mate,sadness,1: low amount of sadness can be inferred,1
59,2017-En-41328,@nickb88 @Buster_ESPN pine rider,sadness,0: no sadness can be inferred,0
256,2018-En-04318,"Girls masturbate too,boys cry too!\n#girls # boys #cry #masturbate",sadness,0: no sadness can be inferred,0
231,2018-En-04327,"@JusticeWillett Lord, we don't understand tragedy. Do what You do best: bring good grom it and comfort those who mourn. Amen",sadness,1: low amount of sadness can be inferred,1
520,2017-En-40261,Some of these people at this protest are just there for the adrenaline rush. #depressing,sadness,2: moderate amount of sadness can be inferred,2
1077,2017-En-40389,"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",sadness,1: low amount of sadness can be inferred,1
1314,2017-En-40807,@pmo100 @5liveSport .....I heard talk something is a miss. He looks weary.,sadness,1: low amount of sadness can be inferred,1
867,2017-En-40074,I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn,sadness,3: high amount of sadness can be inferred,3
221,2017-En-41245,"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",sadness,0: no sadness can be inferred,0
1467,2017-En-40627,@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,sadness,0: no sadness can be inferred,0
288,2018-En-03880,@PuddlesPityP once again you have made me a very happy woman! Thx P and Casey. Sigh. #worththewait #cry #beyootifulll,sadness,0: no sadness can be inferred,0
516,2017-En-22094,Why doesn't anybody I know watch penny dreadful? ☹️️,sadness,1: low amount of sadness can be inferred,1
282,2017-En-21486,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression,sadness,3: high amount of sadness can be inferred,3
34,2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0: no sadness can be inferred,0
92,2018-En-00137,@mtailor “20% Better Than a Tailor”? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit? ,sadness,0: no sadness can be inferred,0
221,2018-En-03038,James Clapper 'scary and disturbing'.  #25thAmendmentNow #ImpeachTrump  #terrified #nuclearcodes  #Godhelpus,sadness,2: moderate amount of sadness can be inferred,2
100,2018-En-03891,“#Woe unto #you that are #full! for ye shall #hunger. #Woe unto you that #laugh now! for ye shall #mourn and #weep.”\nLuke 6:25,sadness,0: no sadness can be inferred,0
377,2018-En-01719,@michaelsloan87 @SkyFootball The disappointment when it's actually a new club sponsor! 😂,sadness,1: low amount of sadness can be inferred,1
950,2017-En-40899,Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches #SG16 #kickittomehigh #nswgaa #blues #statevstate,sadness,0: no sadness can be inferred,0
1276,2017-En-41507,Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @TMobile @Apple Staten Island NY smh,sadness,1: low amount of sadness can be inferred,1
825,2017-En-40223,"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",sadness,2: moderate amount of sadness can be inferred,2
268,2017-En-20758,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",sadness,2: moderate amount of sadness can be inferred,2
22,2018-En-04350,Alaina and I are at 90 days on our snap streak. So?,sadness,0: no sadness can be inferred,0
218,2018-En-04339,"@thealexpeace Not bad at All, think may come back to haunt you's",sadness,0: no sadness can be inferred,0
1465,2017-En-41442,im having the worst week ever and i cant even go home yet to just sulk in my bed,sadness,3: high amount of sadness can be inferred,3
1453,2017-En-40145,@thatsabingo grim really,sadness,3: high amount of sadness can be inferred,3
331,2017-En-41074,@loueezecee I don't know how much more of that bloody pout I can take!!,sadness,2: moderate amount of sadness can be inferred,2
753,2017-En-41226,Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,sadness,2: moderate amount of sadness can be inferred,2
1002,2017-En-40107,Don't wanna go to work but I want the money #sad,sadness,3: high amount of sadness can be inferred,3
896,2017-En-41387,"@ycfcnick the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!",sadness,2: moderate amount of sadness can be inferred,2
612,2017-En-41041,Sigh. I got a B- .. #depressing,sadness,3: high amount of sadness can be inferred,3
395,2017-En-40104,"Wanna pop some pills, sedate myself, and wake up tomorrow.",sadness,3: high amount of sadness can be inferred,3
271,2018-En-02451,Still #devastated and #sad #Tariq's #TariqLive channel is no more and #ProfessorBlackTruth as well. #YouTubeFAIL #EpicFAIL! #TariqNasheed 😢,sadness,3: high amount of sadness can be inferred,3
683,2017-En-40480,"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",sadness,0: no sadness can be inferred,0
954,2017-En-40662,i wonder how a guy can broke his penis while having sex? #serious,sadness,0: no sadness can be inferred,0
48,2018-En-04302,"guess who stayed up until 2am just incase someone called but they never did like i knew already , it's me, mistakes were made",sadness,2: moderate amount of sadness can be inferred,2
603,2017-En-40811,SOBRIETY®   trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,sadness,0: no sadness can be inferred,0
968,2017-En-41131,"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",sadness,2: moderate amount of sadness can be inferred,2
1257,2017-En-40407,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",sadness,1: low amount of sadness can be inferred,1
283,2017-En-40791,Buddha doesn't possess enough power to deliver you from your affliction!,sadness,2: moderate amount of sadness can be inferred,2
789,2017-En-41161,So you're unhappy?,sadness,1: low amount of sadness can be inferred,1
103,2017-En-41262,So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,sadness,1: low amount of sadness can be inferred,1
778,2017-En-40951,Been a while since I been sober. This life can be so hard,sadness,3: high amount of sadness can be inferred,3
1248,2017-En-40189,The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing 🙄🙄,sadness,2: moderate amount of sadness can be inferred,2
1353,2017-En-40229,"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",sadness,2: moderate amount of sadness can be inferred,2
839,2017-En-41390,Feels like I lost my best friend #lost #fml #missingyou,sadness,3: high amount of sadness can be inferred,3
1281,2017-En-41403,@nadinekellman yes I can. Don't discourage me.,sadness,0: no sadness can be inferred,0
269,2017-En-20810,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,sadness,1: low amount of sadness can be inferred,1
346,2018-En-00709,Man I feel like crap today 😰,sadness,2: moderate amount of sadness can be inferred,2
626,2017-En-40841,I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,sadness,2: moderate amount of sadness can be inferred,2
942,2017-En-22008,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",sadness,3: high amount of sadness can be inferred,3
1347,2017-En-40255,@chocorobos I have this one so I'm not so sad.. but wtf,sadness,2: moderate amount of sadness can be inferred,2
844,2017-En-40355,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,sadness,1: low amount of sadness can be inferred,1
1208,2017-En-41362,"@almurray hit the sink with a hammer... sorry, the universal modifier!",sadness,0: no sadness can be inferred,0
1424,2017-En-40454,"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.",sadness,1: low amount of sadness can be inferred,1
845,2017-En-41317,Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.,sadness,1: low amount of sadness can be inferred,1
1272,2017-En-40130,When will the weeks full of Mondays end?? #disheartened,sadness,3: high amount of sadness can be inferred,3
157,2017-En-41258,"@localblactivist I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen",sadness,1: low amount of sadness can be inferred,1
514,2017-En-40133,Can I just sulk in peace 😂,sadness,3: high amount of sadness can be inferred,3
126,2017-En-41381,"@ImNotInfected — rather someone that could help her. Concern clouded her green eyes, not once having seen a girl alone in the woods and —",sadness,1: low amount of sadness can be inferred,1
394,2017-En-40736,Unmatched Party Specialist /co @T3RevNeverEnd #serious #job #titles,sadness,0: no sadness can be inferred,0
774,2017-En-41375,RM will win the game at the last minutes and Madridistas will say Cules stayed this long watching RM win at the end. Disgusting fanbase,sadness,1: low amount of sadness can be inferred,1
298,2017-En-41147,I should have stayed at home.,sadness,1: low amount of sadness can be inferred,1
506,2017-En-40749,"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",sadness,0: no sadness can be inferred,0
1320,2017-En-41330,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,sadness,2: moderate amount of sadness can be inferred,2
1400,2017-En-41081,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",sadness,3: high amount of sadness can be inferred,3
110,2018-En-04344,"I want to digital art so bad, but my dad won't let me use my iPad till exams are over 😂",sadness,1: low amount of sadness can be inferred,1
146,2018-En-04310,Shame the cashback @mbna @AmexUK credit card comes to an end. I used to look forward to that end of year bonus. Sad really. #cashback ,sadness,3: high amount of sadness can be inferred,3
6,2018-En-00667,@bennymcnugget Very sad and upset and idk :/,sadness,3: high amount of sadness can be inferred,3
917,2017-En-40883,@CCGaryRoberts community policing!!!! What's that?? #lost,sadness,0: no sadness can be inferred,0
1029,2017-En-41282,@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (՟ິͫઘ ՟ິͫ),sadness,1: low amount of sadness can be inferred,1
1451,2017-En-40019,My heads still in Ibiza but my body is sat at me desk at work #depressing,sadness,3: high amount of sadness can be inferred,3
1519,2017-En-40452,"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.",sadness,1: low amount of sadness can be inferred,1
286,2018-En-03097,"Shooting more than ever, making more mistakes than ever but I jumped in the pool of sharks a long time ago.  #relentless *#resilient",sadness,1: low amount of sadness can be inferred,1
248,2017-En-41071,The @Orioles are in contention and hosting @RedSox nation and Camden is empty ,sadness,0: no sadness can be inferred,0
1356,2017-En-40629,New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober,sadness,0: no sadness can be inferred,0
156,2017-En-41094,me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol,sadness,1: low amount of sadness can be inferred,1
503,2017-En-41341,"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is ",sadness,2: moderate amount of sadness can be inferred,2
802,2017-En-41378,@kimdelacreme_ @Srgohdatzme305  I'm there... let me know ,sadness,0: no sadness can be inferred,0
558,2017-En-40192,This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness,2: moderate amount of sadness can be inferred,2
343,2018-En-04131,@GemmaAnneStyles @Fabicelolly we don't have these in america (i think) i'm #upset and #hurt,sadness,2: moderate amount of sadness can be inferred,2
1180,2017-En-20834,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,sadness,2: moderate amount of sadness can be inferred,2
796,2017-En-40839,HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri,sadness,1: low amount of sadness can be inferred,1
898,2017-En-40558,I'm too sober time to get shit faced,sadness,0: no sadness can be inferred,0
371,2017-En-40055,Too many gloomy days,sadness,3: high amount of sadness can be inferred,3
1111,2017-En-40308,@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,sadness,2: moderate amount of sadness can be inferred,2
987,2017-En-41297,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,sadness,2: moderate amount of sadness can be inferred,2
1395,2017-En-41411,@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,sadness,1: low amount of sadness can be inferred,1
200,2018-En-01328,"coffee the floor; And the soul grew furious as the stillness broken by little,",sadness,1: low amount of sadness can be inferred,1
1368,2017-En-21324,@rockcock64 cum and despair,sadness,3: high amount of sadness can be inferred,3
365,2017-En-40108,Wow the #Denver housing market is #depressing no places to buy in my range 😢 #FML,sadness,3: high amount of sadness can be inferred,3
513,2017-En-41400,"You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7.",sadness,0: no sadness can be inferred,0
31,2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0: no sadness can be inferred,0
928,2017-En-40417,@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.,sadness,1: low amount of sadness can be inferred,1
781,2017-En-21642,@RyhenMessedUp goodbye despair,sadness,1: low amount of sadness can be inferred,1
32,2017-En-41139,my bls depress the blake,sadness,2: moderate amount of sadness can be inferred,2
1409,2017-En-40314,It's so gloomy outside. I wish it was as cold as it looked,sadness,2: moderate amount of sadness can be inferred,2
1259,2017-En-40392,@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.,sadness,1: low amount of sadness can be inferred,1
1330,2017-En-41127,sav tells our mom 'I love you' and she responds 'Oh.' ,sadness,0: no sadness can be inferred,0
1500,2017-En-40390,@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,sadness,1: low amount of sadness can be inferred,1
386,2017-En-40291,Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious,sadness,2: moderate amount of sadness can be inferred,2
36,2017-En-40354,@chelseafc let them know it's the #blues,sadness,1: low amount of sadness can be inferred,1
70,2018-En-03352,Selling nudes pics and vids kik me to buy! Dirty_becca69\n\n#kik #kikme #kikusernames #snap #snapchat #findom #nudes #slut #kiktrade #horny,sadness,0: no sadness can be inferred,0
116,2017-En-40322,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness,2: moderate amount of sadness can be inferred,2
70,2017-En-40026,What a sad evening - clearing out all of Harvey's cage and belongings. Now so final. Goodbye my little man.... #depressing,sadness,3: high amount of sadness can be inferred,3
1408,2017-En-40033,"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",sadness,3: high amount of sadness can be inferred,3
348,2017-En-41189,"@ProSyndicate thanks for replying, I'm ironing my shirt😂 I'd love to meet you and get an autograph but sadly I'm too young to travel.",sadness,0: no sadness can be inferred,0
339,2017-En-40370,@questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost,sadness,1: low amount of sadness can be inferred,1
1420,2017-En-41364,"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",sadness,0: no sadness can be inferred,0
1003,2017-En-41215,Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost  @coldplay,sadness,2: moderate amount of sadness can be inferred,2
701,2017-En-40765,Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,sadness,0: no sadness can be inferred,0
895,2017-En-41083,"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",sadness,2: moderate amount of sadness can be inferred,2
1202,2017-En-40082,So depressing that it's darker so much earlier now,sadness,3: high amount of sadness can be inferred,3
808,2017-En-40455,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,sadness,1: low amount of sadness can be inferred,1
969,2017-En-40846,Should of stayed in Dubai 😞,sadness,3: high amount of sadness can be inferred,3
1296,2017-En-40444,Candice on great british bake off with that pout does my head in 👊🏻🙄,sadness,1: low amount of sadness can be inferred,1
65,2017-En-41526,I was not made for this world. #empath #unhappy,sadness,3: high amount of sadness can be inferred,3
174,2018-En-03733,Oh @BentleySystems what hast thou done to thy configurations? #despair,sadness,1: low amount of sadness can be inferred,1
120,2018-En-04326,#DamilolaOurLovedBoy So upsetting 😢😢. Why do people want to hurt others! Such a cruel world we live in #heartbreaking,sadness,3: high amount of sadness can be inferred,3
745,2017-En-40412,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ,sadness,1: low amount of sadness can be inferred,1
866,2017-En-41185,@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,sadness,0: no sadness can be inferred,0
238,2017-En-40741,@thetroche94 @ramiro_cedeno yeah if you want to become obese it is! 😅 I can afford it so I don't think it's that serious haha,sadness,0: no sadness can be inferred,0
88,2017-En-21938,#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,sadness,1: low amount of sadness can be inferred,1
702,2017-En-40530,@10carley what a sulky pants!,sadness,0: no sadness can be inferred,0
1241,2017-En-40721,these grown ass lil boys yeah i can't take them serious.,sadness,0: no sadness can be inferred,0
311,2017-En-40122,@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness,sadness,3: high amount of sadness can be inferred,3
184,2017-En-40438,"@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday",sadness,1: low amount of sadness can be inferred,1
643,2017-En-40427,@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,sadness,1: low amount of sadness can be inferred,1
382,2017-En-41410,@CornerBakery Sorry I missed you :) I stayed up late working and pondering life,sadness,2: moderate amount of sadness can be inferred,2
1503,2017-En-40402,November #canola lost $5.50 to $464.20 per tonne.,sadness,1: low amount of sadness can be inferred,1
627,2017-En-41432,"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! 🎉👌🏻💙 #HotForMeTour",sadness,0: no sadness can be inferred,0
769,2017-En-40298,"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness,2: moderate amount of sadness can be inferred,2
432,2017-En-41422,@funkxwidme only #true #depression #fans will get this one 😂😂,sadness,2: moderate amount of sadness can be inferred,2
