,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
803,2017-En-11291,someone kik me @ montanashay_ \n #kikme ,anger,0: no anger can be inferred,0
1454,2017-En-11607,@MJPWGaming exactly not some flaming reject from fast and furious,anger,1: low amount of anger can be inferred,1
1282,2017-En-11057,@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.,anger,0: no anger can be inferred,0
385,2018-En-02696,"@TorridFashion I love you, but between online order drama and your horrible hold music I have a bit of a shopping induced headache. #annoyed",anger,3: high amount of anger can be inferred,2
1474,2017-En-11361,@TDsNation only good thing in madden is DC,anger,0: no anger can be inferred,0
109,2017-En-11449,I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry,anger,3: high amount of anger can be inferred,2
106,2018-En-01568,@silverstein 13th time seeing you guys today and you cancel the meet and greet because of the storm. We're all soaked.. 😡 #dissapointed,anger,3: high amount of anger can be inferred,2
247,2018-En-00142,+ cant get to tell them what will offend them or not,anger,0: no anger can be inferred,0
1447,2017-En-10063,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH ,anger,3: high amount of anger can be inferred,2
240,2018-En-02599,Look upon mine #affliction &amp; my ​​​#pain​; &amp; forgive all my sins. -Ps 25:18,anger,0: no anger can be inferred,0
569,2017-En-11096,Trump supports reach another level of irritation within me,anger,3: high amount of anger can be inferred,2
223,2018-En-04332,@1720maryknoll I was #fuming Kenny.,anger,2: moderate amount of anger can be inferred,1
150,2017-En-10203,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,anger,3: high amount of anger can be inferred,2
384,2018-En-02497,"Had frustration dream that left me utterly f**king furious. Plus side: so angry couldn't sleep, wrote 1500 words. Minus side: still raging!",anger,3: high amount of anger can be inferred,2
145,2017-En-11136,We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews,anger,3: high amount of anger can be inferred,2
859,2017-En-10056,Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡,anger,3: high amount of anger can be inferred,2
752,2017-En-10306,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended,anger,1: low amount of anger can be inferred,1
1434,2017-En-10309,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  ,anger,2: moderate amount of anger can be inferred,1
375,2018-En-01487,@AshleyEmrick Whatever floats your incense boat.,anger,0: no anger can be inferred,0
944,2017-En-11522,"tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff 😂💜",anger,0: no anger can be inferred,0
435,2017-En-10892,@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy,anger,3: high amount of anger can be inferred,2
1459,2017-En-10021,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult,anger,3: high amount of anger can be inferred,2
605,2017-En-11658,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans,anger,1: low amount of anger can be inferred,1
1546,2017-En-10220,"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go",anger,2: moderate amount of anger can be inferred,1
1396,2017-En-10647,The most important thing to #bestrong is to hold your #anger #thoughts,anger,0: no anger can be inferred,0
772,2017-En-11104,@inthefade going back to blissful ignorance?! ,anger,1: low amount of anger can be inferred,1
898,2017-En-11254,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",anger,0: no anger can be inferred,0
1188,2017-En-10681,"@RichardHBell Yes, I think he held a grudge ...",anger,0: no anger can be inferred,0
799,2017-En-10656,#burning the last of @Yan,anger,0: no anger can be inferred,0
621,2017-En-10591,I offend u,anger,1: low amount of anger can be inferred,1
257,2018-En-02083,Seriously about to smack someone in the face 😵 #arsehole,anger,3: high amount of anger can be inferred,2
947,2017-En-11393,@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious,anger,3: high amount of anger can be inferred,2
497,2017-En-10449,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,anger,2: moderate amount of anger can be inferred,1
1178,2017-En-10000,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,anger,3: high amount of anger can be inferred,2
586,2017-En-11179,Manchester derby at home #revenge,anger,0: no anger can be inferred,0
1225,2017-En-10672,@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.,anger,0: no anger can be inferred,0
275,2018-En-03916,Got woken up by a road sweeper I was trying to sleep ,anger,2: moderate amount of anger can be inferred,1
330,2017-En-31106,"Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche",anger,0: no anger can be inferred,0
1674,2017-En-11387,"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",anger,0: no anger can be inferred,0
1257,2017-En-10878,Literally fuming fuck sake,anger,3: high amount of anger can be inferred,2
1013,2017-En-11486,"meeting tiff at the mall soon, congrats on getting that L babes❣",anger,0: no anger can be inferred,0
1227,2017-En-11059,"People will talk, words will sting, but how you handle that is what differs you from them. Be like them or change the culture?#BeDifferent",anger,0: no anger can be inferred,0
554,2017-En-10529,It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,anger,1: low amount of anger can be inferred,1
1630,2017-En-10135,@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger,3: high amount of anger can be inferred,2
920,2017-En-11030,@JamieRJN She's all over the political map in her relentless pursuit of power.,anger,0: no anger can be inferred,0
491,2017-En-10333,"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",anger,2: moderate amount of anger can be inferred,1
1104,2017-En-10059,@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!,anger,3: high amount of anger can be inferred,2
1020,2017-En-11465,@RMCunliffe I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?,anger,2: moderate amount of anger can be inferred,1
1399,2017-En-10209,Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.,anger,3: high amount of anger can be inferred,2
1526,2017-En-11457,For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote,anger,0: no anger can be inferred,0
62,2018-En-02079,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime. ,anger,3: high amount of anger can be inferred,2
25,2018-En-02381,Did men call themselves shy and mean it? So I reassure him that I'm just making sure he's a good investment and alla that 🙄,anger,0: no anger can be inferred,0
75,2018-En-00836,Threaten to leave your girl shaking in a wet spot ....,anger,0: no anger can be inferred,0
108,2017-En-11533,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,anger,2: moderate amount of anger can be inferred,1
1160,2017-En-10503,"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.",anger,1: low amount of anger can be inferred,1
28,2018-En-01657,Saw my first Larsen trap today with stressed magpie. I NEVER EVER want to see that again  #angry #distressed #wildlife,anger,3: high amount of anger can be inferred,2
212,2018-En-01335,@AGlyndwr @TeaPainUSA All I know is the sentence will start with 'look...' like any high school punk would start a threat.,anger,0: no anger can be inferred,0
973,2017-En-11035,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger,3: high amount of anger can be inferred,2
342,2017-En-10524,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. ,anger,1: low amount of anger can be inferred,1
1125,2017-En-10036,@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,anger,3: high amount of anger can be inferred,2
575,2017-En-11153,Having one of those #angry days. I will have to stop watching #news.,anger,3: high amount of anger can be inferred,2
1636,2017-En-11568,"Probably gonna end up seriously poorly at some point soon, so tired, and go from freezing to boiling in the space of seconds",anger,3: high amount of anger can be inferred,2
136,2017-En-10079,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",anger,3: high amount of anger can be inferred,2
1241,2017-En-10814,So Rangers v Celtic ll ,anger,0: no anger can be inferred,0
1246,2017-En-11305,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤  #wwhhyyy,anger,2: moderate amount of anger can be inferred,1
358,2018-En-00099,"I always bounce back, life goes on man..I refuse to sulk in negativity. Yesterday's problems are just that, it's always a new day 🤗",anger,0: no anger can be inferred,0
88,2017-En-11166,@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,anger,3: high amount of anger can be inferred,2
964,2017-En-10903,@LiamCannon1 He's just too raging to type properly... Ha ha!,anger,0: no anger can be inferred,0
1122,2017-En-10140,All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,anger,3: high amount of anger can be inferred,2
1203,2017-En-10050,Im so angry 😂🙃,anger,3: high amount of anger can be inferred,2
1251,2017-En-11652,Just saw lil homie @NICKMERCS rage on cam.  Weren't roids a thing in the late 90's or has it come back? I'm lost...,anger,0: no anger can be inferred,0
1590,2017-En-11651,maps by the yeah yeah yeahs came on the radio today and i almost burst into tears,anger,0: no anger can be inferred,0
1408,2017-En-10377,Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩,anger,2: moderate amount of anger can be inferred,1
910,2017-En-10044,"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ",anger,3: high amount of anger can be inferred,2
439,2017-En-11219,Forever raging 😏😂😭,anger,3: high amount of anger can be inferred,2
1336,2017-En-10883,"@LaureEve I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. I'm there.",anger,0: no anger can be inferred,0
980,2017-En-11079,Panpiper playing Big River outside The Bridges in SR1 ,anger,0: no anger can be inferred,0
879,2017-En-10981,Stop tracking back you fucking potato faced cunt errrr infuriating 😠😠😠😠😠  #Rooney #mufc,anger,3: high amount of anger can be inferred,2
194,2017-En-10809,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,anger,0: no anger can be inferred,0
557,2017-En-10177,"@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger",anger,3: high amount of anger can be inferred,2
370,2018-En-03783,@GILMONK1 Maybe to stand in the field to scare away the crows,anger,0: no anger can be inferred,0
1287,2017-En-10592,np rum rage,anger,1: low amount of anger can be inferred,1
53,2018-En-01944,@_elliegillxx @0liviarobertson Poor Lyn 😂😂😂 livv I hope she forgets yours this year in revenge,anger,0: no anger can be inferred,0
169,2017-En-30829,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger,2: moderate amount of anger can be inferred,1
888,2017-En-11037,I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered,anger,3: high amount of anger can be inferred,2
221,2018-En-02781,The sound of rain is pretty peaceful when you're in a very annoyed mood 😅,anger,0: no anger can be inferred,0
173,2017-En-10824,630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger,0: no anger can be inferred,0
1268,2017-En-10301,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",anger,2: moderate amount of anger can be inferred,1
160,2018-En-00970,very very irritated 😐,anger,3: high amount of anger can be inferred,2
1348,2017-En-11047,Threat factors in respect to provocation bulb worm: BnQo,anger,2: moderate amount of anger can be inferred,1
85,2018-En-00910,Mint owls are often indignant.,anger,0: no anger can be inferred,0
1487,2017-En-40604,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",anger,1: low amount of anger can be inferred,1
156,2017-En-11526,"Okay you've annoyed me, you haven't done a good job there at all. #furious",anger,3: high amount of anger can be inferred,2
1365,2017-En-10966,Autocorrect changes ''em' to 'me' which I resent greatly,anger,2: moderate amount of anger can be inferred,1
1481,2017-En-10743,This all resent #India #Pakistan problem is save #NawazSharif\n@ImranKhanPTI\n@PTIofficial,anger,0: no anger can be inferred,0
913,2017-En-10482,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,anger,1: low amount of anger can be inferred,1
1321,2017-En-11573,#Azerbaijan #Baku Azerbaijan to prevent another Armenian provocation in Russia,anger,0: no anger can be inferred,0
842,2017-En-11123,"@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",anger,3: high amount of anger can be inferred,2
34,2017-En-11158,ICQ is just making me mad!!!😤 #icq #angry,anger,3: high amount of anger can be inferred,2
69,2018-En-03948,She mad sus hung up on me 😂,anger,0: no anger can be inferred,0
152,2018-En-01648,@Lythero *hugs himself hoping Doom shows up to insult everyone*,anger,0: no anger can be inferred,0
767,2017-En-11462,Y'all do the most on twitter and snap,anger,1: low amount of anger can be inferred,1
1607,2017-En-10761,Houston might lose a coach tomorrow or by midnight. #yikes ?,anger,0: no anger can be inferred,0
314,2017-En-10619,i resent biting my tongue.,anger,1: low amount of anger can be inferred,1
64,2017-En-11634,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ,anger,2: moderate amount of anger can be inferred,1
35,2017-En-11248,"If angry, bash out your frustration on the pastry #GBBO",anger,2: moderate amount of anger can be inferred,1
134,2017-En-11116,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics ,anger,0: no anger can be inferred,0
12,2018-En-04151,Mother Nature dropping mad beats out there this morning. Just wish they wouldn't shake my shower stall while I'm standing there naked.,anger,0: no anger can be inferred,0
758,2017-En-11232,@Thatguy_dree @RecklessWonder_ neither one of y'all can see me in this madden,anger,0: no anger can be inferred,0
465,2017-En-10961,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry,anger,3: high amount of anger can be inferred,2
271,2017-En-10470,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!,anger,2: moderate amount of anger can be inferred,1
1186,2017-En-11026,I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming,anger,3: high amount of anger can be inferred,2
323,2018-En-00997,At this point I can't tell if I just follow more people in politics on twitter now or if I need new friends. #wheresthefunny #depressing,anger,2: moderate amount of anger can be inferred,1
1325,2017-En-10571,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,anger,1: low amount of anger can be inferred,1
585,2017-En-11011,"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?",anger,1: low amount of anger can be inferred,1
1656,2017-En-11657,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #fuming #pretendinghesok #ruok #AFLCatsSwans,anger,2: moderate amount of anger can be inferred,1
1626,2017-En-10698,I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 #tiff,anger,0: no anger can be inferred,0
931,2017-En-10521,@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.,anger,1: low amount of anger can be inferred,1
222,2017-En-11647,You insult the late Sherri Martel,anger,0: no anger can be inferred,0
394,2017-En-10848,I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life,anger,0: no anger can be inferred,0
65,2018-En-00980,I feel intimidated,anger,0: no anger can be inferred,0
1414,2017-En-10085,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed,anger,3: high amount of anger can be inferred,2
20,2017-En-11088,This is a joke @SomersetCCC #fuming,anger,3: high amount of anger can be inferred,2
1531,2017-En-10089,@ChurdAllan fucked my coupon that goal! #raging,anger,3: high amount of anger can be inferred,2
285,2018-En-00014,"Or all of it, with our displeasure pieced, #shakespeare",anger,0: no anger can be inferred,0
857,2017-En-10544,#Taurus will react angrily when she can't take being provoked any longer.,anger,1: low amount of anger can be inferred,1
416,2017-En-11493,@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema,anger,2: moderate amount of anger can be inferred,1
313,2018-En-03320,UP students really out there raging against tuition collection #freeeducationnow,anger,1: low amount of anger can be inferred,1
1042,2017-En-40503,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,anger,0: no anger can be inferred,0
1074,2017-En-11250,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,anger,3: high amount of anger can be inferred,2
80,2018-En-00862,You would think booking a holiday for 2 you'd be sat next to each other on the bloody plane #fuming 😡@ThomsonHolidays,anger,3: high amount of anger can be inferred,2
1072,2017-En-11004,@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite #inflame,anger,3: high amount of anger can be inferred,2
1035,2017-En-10183,I can't even right now #bb18 #rage,anger,3: high amount of anger can be inferred,2
309,2017-En-10051,People fuckin irritate me,anger,3: high amount of anger can be inferred,2
1515,2017-En-10822,snap: hiAleshia 😃,anger,0: no anger can be inferred,0
1025,2017-En-10142,i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,anger,3: high amount of anger can be inferred,2
413,2017-En-10151,"I can definitely feel my irritation today, lord give me strength",anger,3: high amount of anger can be inferred,2
92,2018-En-04307,"+++ '#Dearly #beloved, avenge not yourselves, but rather give place unto #wrath: for it is #written, #Vengeance is #mine; I …' #Romans12v19",anger,0: no anger can be inferred,0
77,2017-En-10457,@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical),anger,2: moderate amount of anger can be inferred,1
2,2017-En-11383,Lol Adam the Bull with his fake outrage...,anger,1: low amount of anger can be inferred,1
144,2018-En-03053,@GarfieldLineker @TimCRoberts *on his back. Apologies for retweeting a tweet with grammatical error #mybad 😱,anger,0: no anger can be inferred,0
1009,2017-En-11679,Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck,anger,3: high amount of anger can be inferred,2
486,2017-En-10039,So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing,anger,3: high amount of anger can be inferred,2
144,2017-En-11441,@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming,anger,3: high amount of anger can be inferred,2
1463,2017-En-11578,10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO,anger,0: no anger can be inferred,0
230,2018-En-00832,@skh4808 @theveteran425FA @TomiLahren Then why'd they wait until now to start getting pissy? ,anger,2: moderate amount of anger can be inferred,1
305,2018-En-03990,"That you have banished your own sadness, the way I am? #somber",anger,0: no anger can be inferred,0
0,2018-En-01052,'we need to do something. something must be done!!!!!'\n\nyour anxiety is amusing. nothing will be done. despair.,anger,1: low amount of anger can be inferred,1
125,2018-En-00291,My boyfriend is my whole world 😭,anger,0: no anger can be inferred,0
1453,2017-En-11238,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming",anger,3: high amount of anger can be inferred,2
594,2017-En-10927,Sting is just too damn earnest for early morning listening. ,anger,0: no anger can be inferred,0
979,2017-En-11661,I am their fury. I am their patience. I am a conversation.,anger,0: no anger can be inferred,0
761,2017-En-10069,I lost a couple niggas I want revenge so put me in coach,anger,3: high amount of anger can be inferred,2
770,2017-En-11218,@LoyalLadyMalfoy &lt;• change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is •&gt;,anger,0: no anger can be inferred,0
310,2017-En-11431,I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer,anger,3: high amount of anger can be inferred,2
37,2017-En-11075,Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD,anger,0: no anger can be inferred,0
359,2018-En-01155,"i don't understand ppl who save wasps , next chance that lil dude gets he gnna sting ur grandma",anger,0: no anger can be inferred,0
977,2017-En-10417,I am using twitter as a coping mechanism for raging out at this kid oops?,anger,2: moderate amount of anger can be inferred,1
1677,2017-En-10115,A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,anger,3: high amount of anger can be inferred,2
306,2018-En-03236,@andyfleming83 Bastard squirrels. 😡,anger,3: high amount of anger can be inferred,2
29,2017-En-11530,@Arsenal Giroud's beard is making me angry.,anger,3: high amount of anger can be inferred,2
588,2017-En-20710,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),anger,0: no anger can be inferred,0
757,2017-En-10480,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",anger,1: low amount of anger can be inferred,1
953,2017-En-10534,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO ,anger,1: low amount of anger can be inferred,1
42,2018-En-02651,Why have #Emmerdale had to rob #robron of having their first child together for that vile woman/cheating sl smh #bitter,anger,2: moderate amount of anger can be inferred,1
265,2018-En-00076,@1ncamera @Weehugs @DavidYoungPA @PA Stupidity is part of their proud cultural identity. 😠,anger,3: high amount of anger can be inferred,2
1100,2017-En-41026,Candice's standing pout face aggravates me every week,anger,2: moderate amount of anger can be inferred,1
1342,2017-En-10438,jamming out to fury in math class wanting to die hbu,anger,2: moderate amount of anger can be inferred,1
1604,2017-En-11499,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  #smrtruinslives,anger,3: high amount of anger can be inferred,2
19,2017-En-10537,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,anger,1: low amount of anger can be inferred,1
823,2017-En-10750,Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,anger,0: no anger can be inferred,0
30,2018-En-04125,Lost my appetite for the past 5 days and I swear I already lost 3 pounds #depressing #at #least #i #will #be #skinny #for #pride #weekend,anger,1: low amount of anger can be inferred,1
937,2017-En-11224,The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,anger,3: high amount of anger can be inferred,2
273,2017-En-11637,@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace,anger,0: no anger can be inferred,0
1493,2017-En-11117,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless,anger,0: no anger can be inferred,0
67,2017-En-10973,So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter,anger,1: low amount of anger can be inferred,1
899,2017-En-10627,Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,anger,1: low amount of anger can be inferred,1
351,2017-En-10818,@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle ,anger,0: no anger can be inferred,0
661,2017-En-10048,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,anger,3: high amount of anger can be inferred,2
419,2017-En-11581,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,anger,2: moderate amount of anger can be inferred,1
850,2017-En-10812,@wesrucker247 sounds like a good game plan for our offense....,anger,0: no anger can be inferred,0
135,2017-En-11274,@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin,anger,3: high amount of anger can be inferred,2
442,2017-En-41480,Does she really need to pout all the time - getting on my nerves #GBBO,anger,3: high amount of anger can be inferred,2
100,2017-En-10827,Follow me on Snapchat 👻 Carlabtst15 #snapchat ,anger,0: no anger can be inferred,0
1167,2017-En-10657,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,anger,0: no anger can be inferred,0
1669,2017-En-10158,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen.  #loathing,anger,3: high amount of anger can be inferred,2
